1 17 2 3
3 20 18 19
1 3 20 18
1 15 11 20
1 11 7 20
1 7 4 20
1 17 14 20
1 3 15 14
4 14 11 18
6 14 11 20
4 6 20 18
4 6 15 14
2 4 17 15
2 4 20 11
1 12 4 6
2 11 20 18
2 11 4 6
1 2 14 13
8 19 11 13
3 11 7 15
1 18 7 14
13 18 20 17
7 20 11 14
6 20 8 18
4 11 7 13
1 2 20 17
13 15 20 18
1 20 3 5
2 5 3 7
5 13 19 17
1 14 5 15
2 20 14 15
5 12 20 18
5 15 12 20
2 3 19 8
4 17 8 12
1 2 12 8
4 6 14 13
3 4 13 11
7 14 11 17
1 4 7 3
2 6 17 13
8 19 13 14
1 2 20 18
2 3 14 13
6 14 8 17
4 6 18 17
1 19 11 13
9 19 13 18
10 15 20 17
12 19 15 17
5 7 19 18
5 19 13 15
4 11 18 17
2 4 20 18
4 6 19 11
2 5 20 19
1 7 17 13
1 2 11 7
1 20 6 8
1 2 18 15
5 7 6 10
1 2 13 11
1 12 11 13
1 20 12 13
3 4 12 8
1 2 8 6
2 3 8 6
2 3 5 4
2 6 3 7
7 20 8 16
4 14 6 7
1 12 8 11
1 2 12 11
5 13 8 15
1 2 18 17
6 14 7 13
5 13 19 18
1 2 20 19
5 7 20 19
5 7 17 15
4 6 5 9
1 2 7 5
1 20 5 6
2 5 17 14
13 15 20 19
5 13 20 19
4 11 20 19
5 19 9 16
4 14 5 16
10 15 12 13
4 11 16 10
7 14 17 12
3 4 8 7
5 15 6 16
1 2 16 14
13 18 16 19
1 20 9 12
5 13 9 16
5 12 17 16
1 14 8 10
1 2 10 8
2 5 11 10
4 6 11 10
8 19 10 12
1 20 15 16
6 20 14 16
1 19 8 10
1 20 10 11
1 2 11 10
1 3 11 10
5 19 15 16
2 5 10 8
4 17 16 18
4 17 15 16
2 5 8 7
2 5 16 15
2 3 20 19
1 18 15 16
9 19 11 12
2 3 8 7
9 19 10 11
9 19 10 18
8 19 9 10
3 4 10 9
5 7 15 14
4 6 10 9
5 7 11 10
5 7 18 17
5 7 10 9
5 7 6 9
4 14 12 16
7 14 17 16
1 2 10 9
9 19 12 13
2 3 6 5
5 13 17 16
1 12 8 20
5 13 20 10
1 14 10 20
1 2 16 15
1 20 9 10
4 11 16 15
1 20 7 8
7 14 18 17
4 6 20 19
2 3 12 11
5 7 13 12
4 11 19 18
2 3 13 12
1 2 13 12
5 7 12 11
2 3 19 18
5 7 16 15
1 14 9 10
4 14 19 11
4 11 17 16
3 11 20 19
1 2 17 16
4 6 17 16
5 7 17 16
1 20 11 12
1 2 8 7
5 12 20 19
5 13 11 15
3 11 18 8
1 2 19 18
1 11 16 8
3 4 20 19
3 4 16 14
3 4 15 13
1 2 15 14
1 14 11 18
13 15 19 18
5 12 19 18
7 14 20 19
3 4 12 11
4 6 9 8
5 7 14 13
2 5 13 12
1 19 15 16
3 11 19 18
5 13 18 17
3 4 9 8
1 2 9 8
2 3 9 8
1 20 8 9
1 14 8 9
1 2 7 6
2 3 7 6
2 11 20 19
5 13 10 19
3 4 11 10
5 13 16 11
1 12 9 16
5 12 9 20
1 20 13 14
2 5 9 8
4 6 12 11
1 2 15 13
