iteration,resolution,confignr
172.0,0.6406778563709776,267.0
173.0,0.6421707984632722,270.0
174.0,0.6437758663869532,273.0
175.0,0.6452195593177191,276.0
176.0,0.6467120137768498,279.0
177.0,0.6481578126020269,282.0
178.0,0.6495731627351325,285.0
179.0,0.6508400612651151,288.0
180.0,0.6521628984451718,291.0
181.0,0.653450238926255,294.0
182.0,0.6547352914156446,297.0
183.0,0.6559832995954041,300.0
184.0,0.6572018430828421,303.0
185.0,0.6583954657765647,307.0
186.0,0.6599448939911273,311.0
187.0,0.661484401964888,315.0
188.0,0.6627755072892645,319.0
189.0,0.6641788863144508,323.0
190.0,0.6655297610213171,327.0
191.0,0.6667496812144215,331.0
192.0,0.668205627202676,335.0
193.0,0.6694616580969653,339.0
194.0,0.6706912356282302,343.0
195.0,0.6718710098000668,347.0
196.0,0.6730702766023551,351.0
197.0,0.6742008553893671,355.0
198.0,0.6753241973109452,359.0
199.0,0.6763768938435888,363.0
200.0,0.677582643311996,367.0
201.0,0.6785948018140286,371.0
202.0,0.6795218240412367,375.0
203.0,0.680466432084935,379.0
204.0,0.6813519331958579,383.0
205.0,0.682231094337782,387.0
206.0,0.6830495005995755,391.0
207.0,0.6838939960217104,395.0
208.0,0.6847250151020176,399.0
209.0,0.6855445589129959,403.0
210.0,0.6858007353608339,400.0
