1 17 2 3
3 20 18 19
1 18 13 14
1 18 14 15
8 20 15 16
13 14 16 15
13 14 17 16
14 15 17 16
12 13 16 15
12 13 17 16
12 13 20 14
4 20 12 17
6 16 12 18
8 20 14 15
8 16 12 20
6 20 13 14
1 6 17 16
1 6 16 15
1 6 15 14
12 13 20 18
1 8 20 18
1 6 14 13
1 20 12 16
6 20 12 15
13 18 14 17
1 6 13 12
13 15 14 17
12 16 13 17
8 15 18 13
6 8 17 12
6 8 14 13
1 20 9 18
12 18 14 20
6 16 9 17
1 17 9 14
4 6 19 17
1 15 20 13
6 8 17 16
1 6 20 18
6 8 15 14
6 8 16 15
9 13 12 14
9 17 14 15
8 12 18 16
8 12 20 17
1 15 9 12
1 10 6 20
13 14 18 17
12 13 18 17
13 14 20 18
8 12 18 17
1 6 18 17
14 15 18 17
6 8 18 17
4 12 17 16
8 12 16 15
6 8 20 18
14 15 20 18
8 12 20 18
8 12 17 16
1 20 11 12
6 16 11 13
8 14 11 20
1 20 12 13
6 16 11 12
9 11 19 17
10 19 13 17
10 18 12 19
10 12 19 18
10 19 15 16
4 19 13 15
1 4 19 18
4 13 10 17
3 11 13 12
10 11 14 13
4 11 15 14
8 11 16 15
9 12 15 14
11 12 20 18
11 12 17 16
11 12 16 15
9 11 20 18
14 15 20 19
13 14 20 19
15 16 20 19
12 13 20 19
16 17 20 19
9 11 20 19
1 12 16 10
1 10 8 11
8 11 17 16
8 10 14 13
8 10 15 14
15 16 19 18
13 14 19 18
14 15 19 18
11 12 20 19
1 4 11 10
8 10 17 16
8 10 16 15
