# x y z
0.085000 0.425000 0.000000
0.185000 0.425000 0.000000
0.235000 0.425000 0.000000
0.285000 0.425000 0.000000
0.335000 0.425000 0.000000
0.435000 0.425000 0.000000
0.085000 0.375000 0.000000
0.185000 0.375000 0.000000
0.335000 0.375000 0.000000
0.435000 0.375000 0.000000
0.085000 0.325000 0.000000
0.185000 0.325000 0.000000
0.235000 0.325000 0.000000
0.285000 0.325000 0.000000
0.335000 0.325000 0.000000
0.435000 0.325000 0.000000
0.085000 0.275000 0.000000
0.185000 0.275000 0.000000
0.335000 0.275000 0.000000
0.435000 0.275000 0.000000
0.085000 0.225000 0.000000
0.185000 0.225000 0.000000
0.235000 0.225000 0.000000
0.285000 0.225000 0.000000
0.335000 0.225000 0.000000
0.435000 0.225000 0.000000
0.085000 0.175000 0.000000
0.185000 0.175000 0.000000
0.335000 0.175000 0.000000
0.435000 0.175000 0.000000
0.085000 0.125000 0.000000
0.185000 0.125000 0.000000
0.235000 0.125000 0.000000
0.285000 0.125000 0.000000
0.335000 0.125000 0.000000
0.435000 0.125000 0.000000
